incident_identifier,geographical_territory,incident_classification,incident_subtype,service_domain,equipment_provider,operational_zone,resolution_status,suspension_cause,urgency_level,affected_site,incident_summary,detection_timestamp,escalation_date,responsible_team,fault_category,resolution_summary,action_chronicle,reporter_identity,intervention_began,intervention_completed,root_cause_primary,resolution_method,root_cause_secondary,cause_additional,triggered_by_modification,resolver_identity,solved_category
INCME-100060,LothlÃ³rien,Signal Core,Junction Point,RAN,Elven Forge Technologies,Woodmen-town,Resolved,RAN-014: CSR Unreachable,MINOR,Watch-Lothlorien-Upper-57,"Resolution Summary:

The root cause of the failure was the cell site router management path unavailable. The issue was resolved by verifying the upgrade failure, dispatching Field Support, and documenting and reporting the issue.

The problem type was RAN-014.

The following actions were taken:
1. Verify upgrade failure: Verification of the upgrade failure was conducted to ensure that the issue was resolved.
2. Dispatch Field Support: A Field Support team member was dispatched to resolve the issue.
3. Document and report: A report was generated to document and report the issue.

The resolution summary is a concise summary of the actions taken to resolve the issue. It includes the root cause, the actions taken, and the results achieved. The summary does not include additional details or information that may be relevant to the incident.",2024-11-09 05:04:34,2024-11-09 05:36:34,White Tower Operations,ran_software_upgrade_recovery,RAN-014: CSR Unreachable at Watch-Lothlorien-Upper-57. RF chain fault detected — PA shutdown due to high VSWR. Feeder connection verified remotely. Remote corrective action applied successfully. Service restored. Monitoring for 24 hours to confirm stability. Root cause documented.,"2024-11-09 05:06 - Alarm: RAN-014: CSR Unreachable at Watch-Lothlorien-Upper-57. Severity: MINOR. Active 7 minutes. Intermittent alarm — flapping every 2-3 minutes.
2024-11-09 05:10 - Connectivity check to Watch-Lothlorien-Upper-57 — reachable, latency nominal.
2024-11-09 05:14 - Checked neighbors and topology. No common alarms on adjacent sites. Issue isolated to this element.
2024-11-09 05:16 - Queried element health at Watch-Lothlorien-Upper-57. Equipment within operational limits.
2024-11-09 05:20 - Executed generator start — SUCCESS — reboot initiated, monitoring.
2024-11-09 05:23 - Verified: Service fully restored. All metrics back to baseline. All sectors recovered. Alarms cleared.",Imrahil of Minas Tirith,2024-11-09 05:04:34,2024-11-09 05:36:34,Cell site router management path unavailable,Resolved,RAN-014: CSR Unreachable,0.2,FALSE,Imrahil of Minas Tirith,soft_solve
INCME-100061,Rohan,Signal Core,Path Router,COMPUTE,Elven Forge Technologies,Helm's Deep,Resolved,Node not functional,MAJOR,Beacon-Rohan-South-54,"Incident Summary:

The incident involved a failure of a compute node, leading to a loss of services. The root cause of the issue was a complete unavailability of the compute node. The incident was resolved by verifying the VM alarm, verifying the hypervisor status, restoring from a snapshot, and verifying the VM recovery. The root cause was identified as a compute node completely unavailable.

Restore Action:

1. Verify VM Alarm: Verified that the VM alarm was triggered due to the unavailability of the compute node.

2. Verify Hypervisor Status: Verified that the hypervisor was in a healthy state and the compute node was not listed as unhealthy.

3. Restore from Snapshot: Restored the VM from a snapshot that was taken before the outage.

4. Verify VM Recovery: Verified that the VM was successfully restored and that the services were back to normal.

Reason for Outage:

The root cause of the issue was a complete unavailability of the compute node.

Problem Type:

CMP-001 - Compute node un",2024-06-09 02:00:32,2024-06-09 02:33:32,Rivendell Array Management,compute_vm_failure_recovery,Node not functional on Beacon-Rohan-South-54. ImagePullBackOff due to internal registry pod failure on same node as requesting pod. Remote corrective action applied successfully. Partial recovery achieved remotely. Field ticket remains open for permanent fix.,"2024-06-09 02:02 - Alarm received: Node not functional at Beacon-Rohan-South-54. Pod stuck in Terminating for 47 minutes. Checking container state.
2024-06-09 02:05 - Container logs show: Application crash: SIGSEGV in libcurl.so during TLS handshake. Possibly corrupted container image layer.
2024-06-09 02:09 - Orchestration: migrated workload to healthy node — Container runtime restarted, pods recovering.
2024-06-09 02:12 - Checked compute node — Node NotReady — kubelet unresponsive.
2024-06-09 02:14 - Validated running configuration on Beacon-Rohan-South-54. No mismatches detected.
2024-06-09 02:18 - Remote action: unlock cells. COMMAND SUCCESS — operation completed.
2024-06-09 02:21 - Verified — Service fully restored. All metrics back to baseline. Workload stable on new node.",Vorondil HÃºrinion,2024-06-09 02:00:32,2024-06-09 02:33:32,Compute node completely unavailable,Resolved,Node not functional,0.4,FALSE,Vorondil HÃºrinion,hard_solve
INCME-100062,Rhovanion,Signal Core,Signal Unit,RAN,Dwarven Network Systems,Framsburg,Resolved,SVC-003: Call Drop Rate Elevated,MINOR,Node-Rhovanion-East-41,"Closing Note:

After reviewing the complaint details, the team confirmed that a Voice or data session drop rate above the threshold was the root cause of the issue. The root cause was investigated, and a RF investigation was requested to further investigate the issue. As a result of the investigation, the team identified a possible fault in the network infrastructure that was causing the issue.

The team documented the resolution, which included the following actions:

1. Reviewed Call Drop KPIs to identify the affected SVCs.
2. Requested a RF investigation to investigate the root cause of the issue.
3. Documented the resolution, including the root cause, actions taken, and the resolution.

The team used NOC terminology throughout the resolution summary to ensure clarity and accuracy. The resolution summary also included the closing note, which summarized the resolution and its impact on the customer.",2024-06-21 09:16:22,2024-06-21 09:55:22,Rivendell Array Management,ran_dropped_calls_resolution,SVC-003: Call Drop Rate Elevated at Node-Rhovanion-East-41. Cell was administratively disabled during maintenance and not re-enabled. Configuration mismatch confirmed. Configuration corrected and service restored remotely within SLA. All alarms cleared and KPIs returned to baseline within 15 minutes. No further action required.,"2024-06-21 09:16 - Critical alarm received for Node-Rhovanion-East-41: SVC-003: Call Drop Rate Elevated. Checked alarm system — confirmed active since 09:10. Partial outage — 2 of 3 sectors affected.
2024-06-21 09:19 - Checked neighbors and topology. 2 neighbor sites also showing degraded metrics — possible area issue.
2024-06-21 09:23 - Queried RF chain. All sectors: TX power nominal, VSWR within spec. Antenna tilt: 8°. PA status: active.
2024-06-21 09:26 - Queried element health at Node-Rhovanion-East-41. Equipment within operational limits.
2024-06-21 09:29 - Validated running configuration on Node-Rhovanion-East-41. No mismatches detected.
2024-06-21 09:32 - Attempted remote restart on Node-Rhovanion-East-41. COMMAND FAILED — element not responding.
2024-06-21 09:36 - Created ticket TK-20240061 for DevOps. Vendor escalation for firmware issue.
2024-06-21 09:40 - Verified: Partial recovery — monitoring for stability. All sectors recovered. Alarms all cleared.",Arahad Telcontar,2024-06-21 09:16:22,2024-06-21 09:55:22,Voice or data session drop rate above threshold,Resolved,SVC-003: Call Drop Rate Elevated,0.2,FALSE,Arahad Telcontar,soft_solve
INCME-100063,Rivendell,Signal Core,Relay Unit,POWER,Dwarven Network Systems,Grey Havens,Resolved,PWR-003: Battery Discharge Alert,MAJOR,Array-Rivendell-South-51,"Incident Closure Summary:

1. Restore Action: Restored the battery backup to full capacity.

2. Reason For Outage: The battery backup depleted without AC restoration, which resulted in a power outage.

3. Root Cause: The battery backup depleted without AC restoration due to a power outage.

4. Problem Type: The PWR-003 problem type refers to a power outage that affects the battery backup.

5. Summary: The incident was resolved by restoring the battery backup to full capacity, and the power outage was caused by a power outage.",2024-08-24 17:01:52,2024-08-24 17:18:52,Erebor Relay Division,power_battery_discharge_response,Battery backup depleting without AC restoration at Array-Rivendell-South-51. DC rectifier module failure caused voltage drop below threshold. Backup rectifier activated but insufficient for full load. Escalation ticket created for vendor engagement on firmware issue. Full service restoration confirmed. Post-incident review scheduled.,"2024-08-24 17:03 - Alarm dashboard shows PWR-003: Battery Discharge Alert triggered at 16:55. Severity: MAJOR. Correlating with site power infrastructure.
2024-08-24 17:06 - Checked external factors near Array-Rivendell-South-51. No area-wide issues.
2024-08-24 17:09 - Power telemetry check — AC input: unstable — voltage fluctuations. UPS providing backup, battery at 45%. Generator running — output unstable.
2024-08-24 17:13 - Queried element health at Array-Rivendell-South-51. Equipment within operational limits.
2024-08-24 17:16 - Executed remote command: SCTP reset. Result: COMMAND FAILED — element not responding.
2024-08-24 17:20 - Verified recovery — Service fully restored. All metrics back to baseline. All alarms cleared within 3 minutes.",Glorfindel Greenleaf,2024-08-24 17:01:52,2024-08-24 17:18:52,Battery backup depleting without AC restoration,Resolved,PWR-003: Battery Discharge Alert,0.4,FALSE,Glorfindel Greenleaf,soft_solve
INCME-100064,The Shire,Signal Network,Signal Unit,COMPUTE,Elven Forge Technologies,Bucklebury,Pending Resolution,CMP-005: Pod Terminating Stuck,MAJOR,Gateway-TheShire-Outer-98,"NOC Engineer's Note: Verify Orchestrator Alarm and Escalate to Platform Team

Reason for Outage: A Pod stuck in terminating state beyond grace period, causing the Orchestrator to become unresponsive.

Restore Action: Verify Orchestrator Alarm, escalate to Platform Team, verify Orchestrator Recovery.

Root Cause: A Pod stuck in terminating state beyond grace period.

Problem Type: CMP-005.

Conclusion: The root cause of the outage was a Pod stuck in terminating state beyond grace period. The Orchestrator was successfully restored to a functional state. The Platform Team was notified and will be responsible for further investigation and resolution.",2024-07-14 19:39:51,2024-07-14 19:53:51,Riders of the Mark,compute_orchestrator_recovery,CMP-005: Pod Terminating Stuck on Gateway-TheShire-Outer-98. Container configuration error after recent deployment — environment variable referencing deleted secret. Escalation ticket created for vendor engagement on firmware issue. Partial recovery achieved remotely. Field ticket remains open for permanent fix.,"2024-07-14 19:40 - Alert: CMP-005: Pod Terminating Stuck on smf-core-5d8b in namespace control-plane at Gateway-TheShire-Outer-98. Pod pending — insufficient resources on node.
2024-07-14 19:44 - Orchestration: migrated workload to healthy node — Pods rescheduled on healthy nodes.
2024-07-14 19:47 - Container logs show: Application crash: SIGSEGV in libcurl.so during TLS handshake. Possibly corrupted container image layer.
2024-07-14 19:50 - Checked compute node — Node CPU: 92%, Memory: 87%. Under resource pressure.
2024-07-14 19:54 - Remote action: force restart. SUCCESS — reboot initiated, monitoring.
2024-07-14 19:58 - Ticket TK-20240063 created for transport team: Hardware replacement may be needed.
2024-07-14 20:02 - Verified — Service fully restored. All metrics back to baseline. New pods healthy across 3 nodes.",Gimli Stonehelm,2024-07-14 19:39:51,2024-07-14 19:53:51,Pod stuck in terminating state beyond grace period,Pending Resolution,CMP-005: Pod Terminating Stuck,0.2,FALSE,Gimli Stonehelm,soft_solve
INCME-100065,Rohan,Beacon Power,Power Source,RAN,Dwarven Network Systems,Aldburg,Resolved,RAN-014: CSR Unreachable,MAJOR,Outpost-Rohan-Primary-63,"NOC Engineer's Resolution Summary:

Outcome: The root cause of the issue was identified as a failure in the cell site router management path, which resulted in an unavailable system state. The issue was escalated to the Upgrade Failure stage and a detailed investigation was conducted to determine the cause of the issue.

Actions Taken:
- Verified that the upgrade process was successful
- Verified that the cell site router management path was functioning correctly
- Attempted emergency boot of the system
- Verified that the system was functioning correctly after the emergency boot
- Checked system status and discovered that the system was unavailable
- Attempted to restore the system to a functional state by attempting to boot the system from the backup image
- Verified that the system was functioning correctly after the backup image was restored
- Verified that the system was functioning correctly by performing a system health check
- Documented the incident and reported it to the appropriate parties
- Reported the incident to the appropriate parties

Root Cause: The cell site router management path was unavailable, resulting in the unavailable system state.

Problem Type: RAN-0",2024-06-07 18:09:46,2024-06-07 18:54:46,Gondor Gateway Team,ran_software_upgrade_recovery,RAN-014: CSR Unreachable at Outpost-Rohan-Primary-63. Investigation found sector outage caused by RU firmware lockup. CPRI link dropped between DU and affected RU. Remote reset resolved the immediate issue. Underlying cause documented for follow-up. All alarms cleared and KPIs returned to baseline within 15 minutes. No further action required.,"2024-06-07 18:10 - Critical alarm received for Outpost-Rohan-Primary-63: RAN-014: CSR Unreachable. Checked alarm system — confirmed active since 18:01. Sector Alpha down, Beta and Gamma operational.
2024-06-07 18:12 - Checked neighbors and topology. Upstream aggregation node healthy. Last-mile issue confirmed.
2024-06-07 18:15 - Queried element health at Outpost-Rohan-Primary-63. Equipment within operational limits.
2024-06-07 18:18 - Executed clear configuration — SUCCESS — reboot initiated, monitoring.
2024-06-07 18:20 - Recovery confirmed — Partial recovery — monitoring for stability. KPIs returned to normal.",Alatar the Brown,2024-06-07 18:09:46,2024-06-07 18:54:46,Cell site router management path unavailable,Resolved,RAN-014: CSR Unreachable,0.2,FALSE,Alatar the Brown,soft_solve
INCME-100066,Rivendell,Path Signals,Junction Point,RAN,Elven Forge Technologies,Grey Havens,Resolved,RAN-013: Site Communication Failure,WARNING,Watch-Rivendell-Primary-32,"In response to the incident where the NOC engineer encountered a complete loss of management connectivity to a site, the following resolution summary was generated:

Restore Action:
- Verified that the configuration alert was triggered due to a configuration change on the affected device, and that the change had been corrected.
- Verified that the corrective configuration had been applied successfully.

Reason for Outage:
- Complete loss of management connectivity to the site due to a configuration change on the affected device.

Root cause:
- The configuration change resulted in a disruption to the management connectivity to the site, causing the NOC engineer to lose access to the site's configuration data.

Problem type:
- RAN-013 - Complete loss of management connectivity to a site

Resolution:
- Verified that the root cause of the outage was identified and addressed.
- Verified that the corrective action was successfully implemented.
- Applied any necessary mitigations to prevent similar issues from occurring in the future.

Note: This resolution summary includes only the relevant information necessary for the NOC engineer to document the incident closure. The full incident report will include additional details",2024-07-03 17:15:23,2024-07-03 17:41:23,Osgiliath Bridge Operations,ran_parameter_correction,RAN-013: Site Communication Failure at Watch-Rivendell-Primary-32. Software version mismatch after incomplete upgrade caused cell site router communication failure. Automated recovery sequence triggered after remote intervention. Full service restoration confirmed. Post-incident review scheduled.,"2024-07-03 17:15 - Critical alarm received for Watch-Rivendell-Primary-32: RAN-013: Site Communication Failure. Checked alarm system — confirmed active since 17:12. Partial outage — 2 of 3 sectors affected.
2024-07-03 17:17 - Connectivity check to Watch-Rivendell-Primary-32 — reachable, latency nominal.
2024-07-03 17:21 - Checked neighbors and topology. 2 neighbor sites also showing degraded metrics — possible area issue.
2024-07-03 17:25 - Queried element health at Watch-Rivendell-Primary-32. Equipment within operational limits.
2024-07-03 17:29 - Validated running configuration on Watch-Rivendell-Primary-32. No mismatches detected.
2024-07-03 17:32 - Escalated to core operations via TK-20240065: Vendor escalation for firmware issue.
2024-07-03 17:34 - Recovery confirmed — Site operational, all services confirmed active. KPIs recovering — within 90% of baseline.",Sam Brandybuck,2024-07-03 17:15:23,2024-07-03 17:41:23,Complete loss of management connectivity to site,Resolved,RAN-013: Site Communication Failure,0.2,FALSE,Sam Brandybuck,soft_solve
INCME-100067,Arnor,Relay Transport,Junction Point,RAN,Elven Forge Technologies,Bywater,Resolved,RAN-014: CSR Unreachable,CRITICAL,Point-Arnor-North-36,"Incident Resolution Summary:

Escalated due to a failure in the Cell site router management path.

Actions Taken:
- Verified that the upgrade failure was caused by a cell site router management path unavailable.
- Checked the system status to confirm that the router was available.
- Attempted an emergency boot to restore the system.
- Dispatched Field Support to investigate and resolve the issue.
- Documented and reported the incident.

Root Cause:
The cell site router management path was unavailable due to a hardware failure.

Problem Type:
RAN-014 - Cell site router management path unavailable

Conclusion:
The root cause of the failure was a hardware failure in the cell site router management path, causing the system to become unavailable. The escalation was necessary to ensure that the system was restored and the issue was resolved.",2024-07-07 11:25:58,2024-07-07 12:07:58,LothlÃ³rien Link Guardians,ran_software_upgrade_recovery,RAN-014: CSR Unreachable at Point-Arnor-North-36. Software version mismatch after incomplete upgrade caused cell site router communication failure. Automated recovery sequence triggered after remote intervention. Full service restoration confirmed. Post-incident review scheduled.,"2024-07-07 11:25 - Alarm: RAN-014: CSR Unreachable at Point-Arnor-North-36. Severity: CRITICAL. Active 8 minutes. Single sector degraded, others normal.
2024-07-07 11:29 - RF status check — RET controller not responding on Sector Alpha. VSWR: 1.1:1. TX power: 6dB below target.
2024-07-07 11:33 - Queried element health at Point-Arnor-North-36. Equipment within operational limits.
2024-07-07 11:36 - Validated running configuration on Point-Arnor-North-36. No mismatches detected.
2024-07-07 11:38 - Attempted remote unlock cells on Point-Arnor-North-36. Partial success — 2 of 3 units recovered.
2024-07-07 11:41 - Escalated to DevOps via TK-20240066: Vendor escalation for firmware issue.
2024-07-07 11:45 - Verified: Site operational, all services confirmed active. All sectors operational and radiating. Alarms all cleared.",Legolas Starlight,2024-07-07 11:25:58,2024-07-07 12:07:58,Cell site router management path unavailable,Resolved,RAN-014: CSR Unreachable,0.4,FALSE,Legolas Starlight,hard_solve
INCME-100068,Rivendell,Path Signals,Weather Watch,COMPUTE,Elven Forge Technologies,Eregion Post,Resolved,CMP-002: Pod Container Creating,WARNING,Beacon-Rivendell-Upper-70,"In response to the incident where a Pod was stuck in ContainerCreating state, the following resolution summary was generated:

Restore Action:
- Verified that the Container Alarm was triggered due to the Pod stuck in ContainerCreating state.
- Verified that the Escalation Path was configured correctly and that the DevOps team was informed of the issue.
- Verified that the Pod was successfully restarted and returned to normal operation.

Reason for Outage:
- The Pod was stuck in ContainerCreating state due to a configuration issue in the container image.
- The root cause of the issue was identified and resolved by verifying that the Container Alarm was triggered and escalating the issue to DevOps.

Outcome:
- The incident was successfully resolved, with the Pod being restored to normal operation.

Resolution Summary:
- Verified that the Container Alarm was triggered due to the Pod stuck in ContainerCreating state.
- Verified that the Escalation Path was configured correctly and that the DevOps team was informed of the issue.
- Verified that the Pod was successfully restarted and returned to normal operation.
- Resolved the issue",2024-06-24 05:21:28,2024-06-24 05:34:28,Arnor Response Team,compute_container_crash_recovery,CMP-002: Pod Container Creating on Beacon-Rivendell-Upper-70. Pod stuck in Terminating state due to hung preStop hook waiting for unavailable downstream service. Configuration corrected and service restored remotely within SLA. Recovery verified — all metrics within acceptable range. Incident closed.,"2024-06-24 05:23 - Alarm received: CMP-002: Pod Container Creating at Beacon-Rivendell-Upper-70. Pod pending — insufficient resources on node. Checking container state.
2024-06-24 05:27 - Executed: scaled deployment to 0 and back to 3. Node drained successfully, workloads redistributed.
2024-06-24 05:31 - Inspected logs for smf-core-5d8b: Application crash: SIGSEGV in libcurl.so during TLS handshake. Possibly corrupted container image layer.
2024-06-24 05:35 - Node health: Node CPU: 92%, Memory: 87%. Under resource pressure.
2024-06-24 05:38 - Validated running configuration on Beacon-Rivendell-Upper-70. No mismatches detected.
2024-06-24 05:42 - Remote action: software rollback. Partial success — 2 of 3 units recovered.
2024-06-24 05:45 - Verified — Site operational, all services confirmed active. Replacement pod Running, all readiness probes passing.",Pallando Greyhame,2024-06-24 05:21:28,2024-06-24 05:34:28,Pod stuck in ContainerCreating state,Resolved,CMP-002: Pod Container Creating,0.4,FALSE,Pallando Greyhame,hard_solve
INCME-100069,Rohan,Path Signals,Signal Unit,RAN,Dwarven Network Systems,Dunharrow,Resolved,Access instability,MAJOR,Hub-Rohan-North-77,"In response to the interference alarm in the RAN, the following action was taken:

Verify Interference Alarm: Verified that the interference alarm was triggered due to a Radio Access Network (RAN) issue.

Report to Spectrum Management: Reported the interference alarm to Spectrum Management, who confirmed that the interference issue was being addressed.

Verify Interference Status: Verified that the interference status was reported as ""Critical"" on the Spectrum Management report.

Root cause: The interference alarm was triggered due to a Radio Access Network issue, specifically a failure to properly filter out interference signals. The root cause was verified through the Spectrum Management report.

Problem type: RAN-003

Resolution: The interference alarm was resolved by implementing a new filtering algorithm to address the issue. The root cause was verified and the interference alarm was resolved.",2024-11-05 14:22:48,2024-11-05 14:41:48,Pelargir Port Authority,ran_interference_mitigation,Access instability at Hub-Rohan-North-77. Software version mismatch after incomplete upgrade caused cell site router communication failure. Remote corrective action applied successfully. Full service restoration confirmed. Post-incident review scheduled.,"2024-11-05 14:24 - Critical alarm received for Hub-Rohan-North-77: Access instability. Checked alarm system — confirmed active since 14:14. Partial outage — 2 of 3 sectors affected.
2024-11-05 14:26 - RF status check — RET controller not responding on Sector Alpha. VSWR: 1.5:1. TX power: 6dB below target.
2024-11-05 14:30 - Queried element health at Hub-Rohan-North-77. Equipment within operational limits.
2024-11-05 14:32 - Executed power cycle — Partial success — 2 of 3 units recovered.
2024-11-05 14:35 - Verified: Service fully restored. All metrics back to baseline. All sectors broadcasting normally. Alarms cleared within 3 minutes.",Ã‰omer of the Mark,2024-11-05 14:22:48,2024-11-05 14:41:48,Random access channel success rate below threshold,Resolved,Access instability,0.6,FALSE,Ã‰omer of the Mark,hard_solve
INCME-100070,LothlÃ³rien,Path Signals,Beacon Array,RAN,Dwarven Network Systems,Michel Delving,Resolved,RAN-014: CSR Unreachable,CRITICAL,Outpost-Lothlorien-North-58,"In summary, the NOC engineer resolved the issue of a cell site router management path being unavailable due to a faulty switch. The root cause was identified as a faulty switch. The issue was verified and resolved by verifying the Upgrade Failure, dispatching Field Support, and documenting and reporting the issue. The root cause was documented and reported. The engineer completed the resolution process by verifying the Upgrade Failure, discharging the incident, documenting and reporting the issue, and resolving it.",2024-09-13 16:30:45,2024-09-13 16:54:45,Iron Hills Transport,ran_software_upgrade_recovery,RAN-014: CSR Unreachable at Outpost-Lothlorien-North-58. Cell was administratively disabled during maintenance and not re-enabled. Configuration mismatch confirmed. Escalation ticket created for vendor engagement on firmware issue. Partial recovery achieved remotely. Field ticket remains open for permanent fix.,"2024-09-13 16:31 - Alarm: RAN-014: CSR Unreachable at Outpost-Lothlorien-North-58. Severity: CRITICAL. Active 7 minutes. Partial outage — 2 of 3 sectors affected.
2024-09-13 16:35 - Checked neighbors and topology. No common alarms on adjacent sites. Issue isolated to this element.
2024-09-13 16:37 - Connectivity check to Outpost-Lothlorien-North-58 — reachable, latency nominal.
2024-09-13 16:41 - Queried element health at Outpost-Lothlorien-North-58. Equipment within operational limits.
2024-09-13 16:43 - Validated running configuration on Outpost-Lothlorien-North-58. No mismatches detected.
2024-09-13 16:45 - Escalated to RF engineering via TK-20240069: Persistent fault after 2 remote attempts — need on-site investigation.
2024-09-13 16:48 - Verified: Full recovery confirmed. Alarm cleared at 16:48. All sectors operational and radiating. Alarms self-cleared after fix applied.",Araglas Wingfoot,2024-09-13 16:30:45,2024-09-13 16:54:45,Cell site router management path unavailable,Resolved,RAN-014: CSR Unreachable,0.4,FALSE,Araglas Wingfoot,soft_solve
INCME-100071,Rohan,Arcane Engines,Relay Unit,RAN,Dwarven Network Systems,Grimslade,Resolved,RAN-009: TX Array Fault,MAJOR,Array-Rohan-Central-08,"In accordance with our NOC Engineering process, we have completed the following actions to restore the RAN-009 incident:

1. Verified that the Tilt Alarm was triggered due to hardware or calibration failure. A field service engineer was dispatched to perform an on-site repair.

2. Scheduled a Field Service to perform the repair.

3. Verified that the Coverage Impact was not significant, and the RAN-009 incident was resolved.

Root cause:
The Tilt Alarm was triggered due to hardware or calibration failure on the Transmission antenna array hardware. The field service engineer was dispatched to perform an on-site repair. The Coverage Impact was not significant, and the RAN-009 incident was resolved.

Reason for Outage:
The Tilt Alarm was triggered due to hardware or calibration failure on the Transmission antenna array hardware.

Resolution:
Verified that the Tilt Alarm was triggered due to hardware or calibration failure on the Transmission antenna array hardware. A field service engineer was dispatched to perform an on-site repair.
Scheduled a Field Service",2024-08-15 15:35:07,2024-08-15 15:51:07,Osgiliath Bridge Operations,ran_antenna_tilt_recovery,RAN-009: TX Array Fault at Array-Rohan-Central-08. Cell was administratively disabled during maintenance and not re-enabled. Configuration mismatch confirmed. Configuration corrected and service restored remotely within SLA. All alarms cleared and KPIs returned to baseline within 15 minutes. No further action required.,"2024-08-15 15:36 - Critical alarm received for Array-Rohan-Central-08: RAN-009: TX Array Fault. Checked alarm system — confirmed active since 15:32. Partial outage — 2 of 3 sectors affected.
2024-08-15 15:39 - Checked neighbors and topology. No common alarms on adjacent sites. Issue isolated to this element.
2024-08-15 15:41 - Queried element health at Array-Rohan-Central-08. Equipment within operational limits.
2024-08-15 15:43 - Attempted remote restart on Array-Rohan-Central-08. COMMAND FAILED — element not responding.
2024-08-15 15:45 - Recovery confirmed — Site operational, all services confirmed active. KPIs returned to normal.",Mardil of Dol Amroth,2024-08-15 15:35:07,2024-08-15 15:51:07,Transmission antenna array hardware or calibration failure,Resolved,RAN-009: TX Array Fault,0.2,FALSE,Mardil of Dol Amroth,hard_solve
INCME-100072,Gondor,Beacon Power,Beacon Array,RAN,Elven Forge Technologies,Henneth AnnÃ»n,Resolved,RAN-014: CSR Unreachable,MAJOR,Relay-Gondor-Inner-24,"Incident Resolution Summary:

Escalated due to a failure in the Cell site router management path.

Actions Taken:
- Verified that the upgrade failure was caused by a cell site router management path unavailable.
- Checked the system status to confirm that the router was available.
- Attempted an emergency boot to restore the system.
- Dispatched Field Support to investigate and resolve the issue.
- Documented and reported the incident.

Root Cause:
The cell site router management path was unavailable due to a hardware failure.

Problem Type:
RAN-014 - Cell site router management path unavailable

Conclusion:
The root cause of the failure was a hardware failure in the cell site router management path, causing the system to become unavailable. The escalation was necessary to ensure that the system was restored and the issue was resolved.",2024-06-21 23:34:16,2024-06-21 23:59:16,LothlÃ³rien Link Guardians,ran_software_upgrade_recovery,RAN-014: CSR Unreachable at Relay-Gondor-Inner-24. Investigation found sector outage caused by RU firmware lockup. CPRI link dropped between DU and affected RU. Configuration corrected and service restored remotely within SLA. Full service restoration confirmed. Post-incident review scheduled.,"2024-06-21 23:34 - Alarm: RAN-014: CSR Unreachable at Relay-Gondor-Inner-24. Severity: MAJOR. Active 3 minutes. Site completely unreachable.
2024-06-21 23:38 - RF status check — All sectors: TX power nominal, VSWR within spec. VSWR: 3.2:1. TX power: 0 (PA off).
2024-06-21 23:42 - Queried element health at Relay-Gondor-Inner-24. Equipment within operational limits.
2024-06-21 23:44 - Attempted remote restart on Relay-Gondor-Inner-24. SUCCESS — reboot initiated, monitoring.
2024-06-21 23:48 - Recovery confirmed — Site operational, all services confirmed active. KPIs recovering — within 90% of baseline.",Arahael Telcontar,2024-06-21 23:34:16,2024-06-21 23:59:16,Cell site router management path unavailable,Resolved,RAN-014: CSR Unreachable,0.2,FALSE,Arahael Telcontar,soft_solve
INCME-100073,Rohan,Signal Core,Relay Unit,COMPUTE,Elven Forge Technologies,Aldburg,Resolved,CMP-002: Pod Container Creating,CRITICAL,Node-Rohan-Upper-97,"Reopened from INCME-100068.

Closure Note:

1. Restore Action:
The root cause of the issue was a Pod stuck in ContainerCreating state. The issue was resolved by verifying the Container Alarm, escalating to DevOps, verifying the Container Recovery, and verifying the Pod was restored to its original state.

2. Reason for Outage:
The Pod stuck in ContainerCreating state was caused by a configuration issue with the application. The root cause was identified and resolved.

3. Outcome:
The issue was resolved and the Pod was restored to its original state. The root cause of the issue was identified and resolved, and the issue was closed.

Note: This closure note does not include any information about the specific configuration issues that led to the outage. This is intended to be a concise summary of the steps taken to resolve the issue.",2024-06-27 04:34:28,2024-06-27 04:52:28,Hobbiton Watch Service,compute_container_crash_recovery,CMP-002: Pod Container Creating on Node-Rohan-Upper-97. ImagePullBackOff due to internal registry pod failure on same node as requesting pod. Remote corrective action applied successfully. Service restored. Monitoring for 24 hours to confirm stability. Root cause documented.,"2024-06-27 04:35 - Alarm received: CMP-002: Pod Container Creating at Node-Rohan-Upper-97. ImagePullBackOff — registry unreachable. Checking container state.
2024-06-27 04:38 - Orchestration: cordoned and drained affected node — Pods rescheduled on healthy nodes.
2024-06-27 04:40 - Pod status: ImagePullBackOff. Reason: OOMKilled. Scheduled but unschedulable — resource constraints.
2024-06-27 04:43 - Node health: Node OK, storage: 94% used.
2024-06-27 04:46 - Validated running configuration on Node-Rohan-Upper-97. No mismatches detected.
2024-06-27 04:50 - Remote action: restart. COMMAND SUCCESS — operation completed.
2024-06-27 04:52 - Recovery check: Partial recovery — monitoring for stability. All probes passing.",Gandalf the Grey,2024-06-27 04:34:28,2024-06-27 04:52:28,Pod stuck in ContainerCreating state,Resolved,CMP-002: Pod Container Creating,0.2,TRUE,Gandalf the Grey,soft_solve
